"Jahr","AlterLang","AlterSort","GeschlechtLang","GeschlechtSort","ErwerbstatusLang","ErwerbstatusSort","WgtFreq","LowerCLWgtFreq","UpperCLWgtFreq","RowPercent","RowLowerCL","RowUpperCL"
"2015/2016","Total",0,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,87000,82500,91500,51.4814902527643,49.6574025424777,53.305577963051
"2015/2016","Total",0,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,16700,14900,18400,9.8583010824594,8.8504627065078,10.8661394584109
"2015/2016","Total",0,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,6500,5300,7800,3.87020451646394,3.15045077164077,4.5899582612871
"2015/2016","Total",0,"Maenner",1,"Selbstständige",4,16200,14600,17900,9.60736605550588,8.66689804420091,10.5478340668108
"2015/2016","Total",0,"Maenner",1,"Lehrlinge",5,3400,2600,4100,2.00096668515747,1.56258831539315,2.4393450549218
"2015/2016","Total",0,"Maenner",1,"Erwerbslose",6,6300,5100,7500,3.71595779553758,3.02474613311238,4.40716945796279
"2015/2016","Total",0,"Maenner",1,"In Ausbildung",7,6500,5000,8100,3.85589816223461,2.95100982296038,4.76078650150884
"2015/2016","Total",0,"Maenner",1,"Haushaltsführende Personen",8,800,400,1200,0.49416860837074,0.25981185353578,0.72852536320569
"2015/2016","Total",0,"Maenner",1,"Rentner*innen",9,22600,20900,24300,13.3752218988033,12.3653556732356,14.385088124371
"2015/2016","Total",0,"Maenner",1,"Andere Nichterwerbspersonen",10,2900,2300,3600,1.74042494270259,1.33493694244425,2.14591294296093
"2015/2016","Total",0,"Frauen",2,"Total",0,173300,168800,177800,100,_,_
"2015/2016","Total",0,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,42500,39600,45300,24.5079477059192,23.0588489906226,25.9570464212157
"2015/2016","Total",0,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,35300,33000,37600,20.3894924269719,19.1435756705724,21.6354091833714
"2015/2016","Total",0,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,19700,17800,21600,11.3423425491627,10.2965822069325,12.388102891393
"2015/2016","Total",0,"Frauen",2,"Selbstständige",4,10400,9100,11600,5.97914040608134,5.28486483272159,6.67341597944109
"2015/2016","Total",0,"Frauen",2,"Lehrlinge",5,2600,2000,3200,1.52859271109987,1.18311073913541,1.87407468306433
"2015/2016","Total",0,"Frauen",2,"Erwerbslose",6,4800,3700,5800,2.7528584680173,2.15936447811678,3.34635245791782
"2015/2016","Total",0,"Frauen",2,"In Ausbildung",7,6300,5200,7400,3.61747464753797,2.98426112728886,4.25068816778708
"2015/2016","Total",0,"Frauen",2,"Haushaltsführende Personen",8,7300,6100,8500,4.20943199475529,3.544278849752,4.87458513975858
"2015/2016","Total",0,"Frauen",2,"Rentner*innen",9,38800,36700,40800,22.3622527739858,21.1729482975619,23.5515572504097
"2015/2016","Total",0,"Frauen",2,"Andere Nichterwerbspersonen",10,5700,4300,7200,3.31046631646846,2.481594438782,4.13933819415492
"2015/2016","15-24 Jahre",1,"Total",0,"Total",0,32200,29500,34900,100,_,_
"2015/2016","15-24 Jahre",1,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,6900,5600,8200,21.4356964569327,17.9544457779775,24.9169471358878
"2015/2016","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,3600,2600,4500,11.0376673819322,8.25313729078774,13.8221974730767
"2015/2016","15-24 Jahre",1,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,3700,2700,4700,11.4377399150195,8.61080447439691,14.2646753556421
"2015/2016","15-24 Jahre",1,"Total",0,"Selbstständige",4,500,100,900,1.57958900635537,0.41990204615717,2.73927596655358
"2015/2016","15-24 Jahre",1,"Total",0,"Lehrlinge",5,5600,4700,6500,17.3874168942002,14.7156866899919,20.0591470984086
"2015/2016","15-24 Jahre",1,"Total",0,"Erwerbslose",6,1500,1000,2000,4.62078626059082,3.13316642035218,6.10840610082946
"2015/2016","15-24 Jahre",1,"Total",0,"In Ausbildung",7,9500,7900,11100,29.4960041202867,25.3696723967901,33.6223358437833
"2015/2016","15-24 Jahre",1,"Total",0,"Haushaltsführende Personen",8,200,0,400,0.63274647926738,0,1.3021598383888
"2015/2016","15-24 Jahre",1,"Total",0,"Rentner*innen",9,100,0,200,0.31715457315629,0,0.77530309492426
"2015/2016","15-24 Jahre",1,"Total",0,"Andere Nichterwerbspersonen",10,700,400,900,2.0551989122586,1.20844324142167,2.90195458309553
"2015/2016","15-24 Jahre",1,"Maenner",1,"Total",0,16000,14000,18000,100,_,_
"2015/2016","15-24 Jahre",1,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,2800,2100,3600,17.7973387711065,13.4578568056819,22.1368207365312
"2015/2016","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,1500,900,2000,9.22976124193031,5.82371158620674,12.6358108976538
"2015/2016","15-24 Jahre",1,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1400,700,2100,8.91602376812396,4.8556305029918,12.9764170332561
"2015/2016","15-24 Jahre",1,"Maenner",1,"Selbstständige",4,400,0,700,2.39143946103922,0.1763215029072,4.60655741917123
"2015/2016","15-24 Jahre",1,"Maenner",1,"Lehrlinge",5,3200,2500,3900,20.1856275751701,16.0447803124173,24.3264748379229
"2015/2016","15-24 Jahre",1,"Maenner",1,"Erwerbslose",6,1000,600,1400,6.07193379817956,3.63979429464386,8.50407330171527
"2015/2016","15-24 Jahre",1,"Maenner",1,"In Ausbildung",7,5000,3600,6300,31.081540376085,24.5823166701618,37.5807640820082
"2015/2016","15-24 Jahre",1,"Maenner",1,"Haushaltsführende Personen",8,100,0,100,0.37882277599561,0,0.91346649959682
"2015/2016","15-24 Jahre",1,"Maenner",1,"Rentner*innen",9,100,0,200,0.63949766378736,0,1.56217911835112
"2015/2016","15-24 Jahre",1,"Maenner",1,"Andere Nichterwerbspersonen",10,500,300,800,3.3080145685822,1.74361874301967,4.87241039414473
"2015/2016","15-24 Jahre",1,"Frauen",2,"Total",0,16200,14400,18100,100,_,_
"2015/2016","15-24 Jahre",1,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,4100,3000,5100,25.0154901996153,19.7085135405133,30.3224668587172
"2015/2016","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,2100,1300,2900,12.8164729986941,8.46566810491764,17.1672778924705
"2015/2016","15-24 Jahre",1,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2300,1600,2900,13.9188658688105,9.9746392294558,17.8630925081652
"2015/2016","15-24 Jahre",1,"Frauen",2,"Selbstständige",4,100,0,200,0.7808063058548,0.07677848081907,1.48483413089054
"2015/2016","15-24 Jahre",1,"Frauen",2,"Lehrlinge",5,2400,1800,2900,14.6342469336253,11.2229775599877,18.0455163072629
"2015/2016","15-24 Jahre",1,"Frauen",2,"Erwerbslose",6,500,200,800,3.19299676781866,1.46428905260469,4.92170448303262
"2015/2016","15-24 Jahre",1,"Frauen",2,"In Ausbildung",7,4500,3600,5500,27.9359890647537,22.9102012375565,32.9617768919509
"2015/2016","15-24 Jahre",1,"Frauen",2,"Haushaltsführende Personen",8,100,0,300,0.88258296115925,0,2.09996748768618
"2015/2016","15-24 Jahre",1,"Frauen",2,"Rentner*innen",9,,,,,,
"2015/2016","15-24 Jahre",1,"Frauen",2,"Andere Nichterwerbspersonen",10,100,0,200,0.82254889966821,0.1441435015488,1.50095429778761
"2015/2016","25-39 Jahre",2,"Total",0,"Total",0,128700,123300,134100,100,_,_
"2015/2016","25-39 Jahre",2,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,77000,72500,81600,59.871205884611,57.6725600181671,62.069851751055
"2015/2016","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,22100,20000,24200,17.143060530372,15.5796442823576,18.7064767783864
"2015/2016","25-39 Jahre",2,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,10000,8500,11500,7.76523983283307,6.61823069636942,8.91224896929672
"2015/2016","25-39 Jahre",2,"Total",0,"Selbstständige",4,6700,5500,7900,5.20562534510158,4.30163740039412,6.10961328980905
"2015/2016","25-39 Jahre",2,"Total",0,"Lehrlinge",5,400,100,800,0.33483526208573,0.05511667368893,0.61455385048253
"2015/2016","25-39 Jahre",2,"Total",0,"Erwerbslose",6,4000,3100,4900,3.07153947194136,2.3780489138972,3.76503002998551
"2015/2016","25-39 Jahre",2,"Total",0,"In Ausbildung",7,2700,1800,3700,2.10639044991338,1.37010036439018,2.84268053543657
"2015/2016","25-39 Jahre",2,"Total",0,"Haushaltsführende Personen",8,3300,2400,4300,2.60014862400952,1.90280674542108,3.29749050259796
"2015/2016","25-39 Jahre",2,"Total",0,"Rentner*innen",9,100,0,200,0.06964054053702,0,0.17367861949687
"2015/2016","25-39 Jahre",2,"Total",0,"Andere Nichterwerbspersonen",10,2400,1300,3400,1.83231405859522,1.05135690975061,2.61327120743984
"2015/2016","25-39 Jahre",2,"Maenner",1,"Total",0,70700,66200,75200,100,_,_
"2015/2016","25-39 Jahre",2,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,51600,47600,55600,72.9206929360637,70.1577110866679,75.6836747854595
"2015/2016","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,8000,6600,9300,11.2531816509269,9.36138906351213,13.1449742383417
"2015/2016","25-39 Jahre",2,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,2500,1700,3400,3.60571196911071,2.41158245239745,4.79984148582397
"2015/2016","25-39 Jahre",2,"Maenner",1,"Selbstständige",4,3700,2800,4600,5.25480093110748,4.04113916988579,6.46846269232917
"2015/2016","25-39 Jahre",2,"Maenner",1,"Lehrlinge",5,200,0,500,0.22344183358843,0,0.6607173482819
"2015/2016","25-39 Jahre",2,"Maenner",1,"Erwerbslose",6,2200,1500,2900,3.10376882540902,2.14710977033869,4.06042788047935
"2015/2016","25-39 Jahre",2,"Maenner",1,"In Ausbildung",7,1500,700,2300,2.15765806557681,1.03801156378058,3.27730456737304
"2015/2016","25-39 Jahre",2,"Maenner",1,"Haushaltsführende Personen",8,200,0,300,0.23035391311644,0.03642872914128,0.4242790970916
"2015/2016","25-39 Jahre",2,"Maenner",1,"Rentner*innen",9,0,0,100,0.03784597187505,0,0.11204830511984
"2015/2016","25-39 Jahre",2,"Maenner",1,"Andere Nichterwerbspersonen",10,900,500,1300,1.2125439032254,0.64154230031116,1.78354550613965
"2015/2016","25-39 Jahre",2,"Frauen",2,"Total",0,58000,54500,61400,100,_,_
"2015/2016","25-39 Jahre",2,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,25500,23100,27800,43.9480706367296,40.8450792575925,47.0510620158668
"2015/2016","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,14100,12500,15700,24.3299589595025,21.8104966290519,26.8494212899531
"2015/2016","25-39 Jahre",2,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,7400,6200,8700,12.8407439105209,10.8001751860387,14.881312635003
"2015/2016","25-39 Jahre",2,"Frauen",2,"Selbstständige",4,3000,2200,3800,5.14562072547337,3.79058612530795,6.50065532563879
"2015/2016","25-39 Jahre",2,"Frauen",2,"Lehrlinge",5,300,100,500,0.47075881376972,0.15237012453059,0.78914750300885
"2015/2016","25-39 Jahre",2,"Frauen",2,"Erwerbslose",6,1800,1200,2300,3.03221284153865,2.02807604402505,4.03634963905225
"2015/2016","25-39 Jahre",2,"Frauen",2,"In Ausbildung",7,1200,700,1700,2.04383311146577,1.14646963119706,2.94119659173448
"2015/2016","25-39 Jahre",2,"Frauen",2,"Haushaltsführende Personen",8,3200,2300,4100,5.49179957875444,3.99094373507734,6.99265542243154
"2015/2016","25-39 Jahre",2,"Frauen",2,"Rentner*innen",9,100,0,200,0.10843664148386,0,0.32087885214133
"2015/2016","25-39 Jahre",2,"Frauen",2,"Andere Nichterwerbspersonen",10,1500,600,2400,2.58856478076101,1.01108056507967,4.16604899644235
"2015/2016","40-54 Jahre",3,"Total",0,"Total",0,84800,81300,88200,100,_,_
"2015/2016","40-54 Jahre",3,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,35400,33000,37800,41.7409943541035,39.524196259338,43.957792448869
"2015/2016","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,18800,17300,20400,22.2159169542446,20.5084150609062,23.9234188475831
"2015/2016","40-54 Jahre",3,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,7400,6200,8600,8.68143896145597,7.32522215635484,10.0376557665571
"2015/2016","40-54 Jahre",3,"Total",0,"Selbstständige",4,10500,9300,11800,12.3991258841761,10.9953614539484,13.8028903144038
"2015/2016","40-54 Jahre",3,"Total",0,"Lehrlinge",5,,,,,,
"2015/2016","40-54 Jahre",3,"Total",0,"Erwerbslose",6,4000,3000,5000,4.68721056533205,3.55502306140485,5.81939806925925
"2015/2016","40-54 Jahre",3,"Total",0,"In Ausbildung",7,600,300,900,0.65822816300396,0.31112655105812,1.00532977494981
"2015/2016","40-54 Jahre",3,"Total",0,"Haushaltsführende Personen",8,3200,2500,3900,3.73072842877109,2.92536388528365,4.53609297225853
"2015/2016","40-54 Jahre",3,"Total",0,"Rentner*innen",9,2100,1400,2800,2.44952621484134,1.62574278495544,3.27330964472724
"2015/2016","40-54 Jahre",3,"Total",0,"Andere Nichterwerbspersonen",10,2900,2100,3800,3.4368304740712,2.45222688696275,4.42143406117965
"2015/2016","40-54 Jahre",3,"Maenner",1,"Total",0,42600,40000,45300,100,_,_
"2015/2016","40-54 Jahre",3,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,25700,23600,27800,60.239462617965,57.0456700036924,63.4332552322376
"2015/2016","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,5100,4400,5900,12.042039592039,10.2486290081111,13.8354501759669
"2015/2016","40-54 Jahre",3,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,500,1400,2.24384315500298,1.29250450718962,3.19518180281634
"2015/2016","40-54 Jahre",3,"Maenner",1,"Selbstständige",4,6400,5400,7500,15.0697741190824,12.8030352665603,17.3365129716044
"2015/2016","40-54 Jahre",3,"Maenner",1,"Lehrlinge",5,,,,,,
"2015/2016","40-54 Jahre",3,"Maenner",1,"Erwerbslose",6,2400,1600,3300,5.7090346929953,3.84877575017772,7.56929363581289
"2015/2016","40-54 Jahre",3,"Maenner",1,"In Ausbildung",7,0,0,100,0.06428774990305,0,0.19029800966784
"2015/2016","40-54 Jahre",3,"Maenner",1,"Haushaltsführende Personen",8,300,0,600,0.74215481016862,0.06011928333102,1.42419033700622
"2015/2016","40-54 Jahre",3,"Maenner",1,"Rentner*innen",9,800,300,1300,1.88604437223704,0.64997783387151,3.12211091060257
"2015/2016","40-54 Jahre",3,"Maenner",1,"Andere Nichterwerbspersonen",10,900,500,1200,2.0033588906064,1.14676435688013,2.85995342433267
"2015/2016","40-54 Jahre",3,"Frauen",2,"Total",0,42100,39700,44600,100,_,_
"2015/2016","40-54 Jahre",3,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,9700,8500,10900,23.0125347816625,20.4883326059148,25.5367369574101
"2015/2016","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,13700,12400,15000,32.516286052657,29.748071190887,35.284500914427
"2015/2016","40-54 Jahre",3,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,6400,5300,7500,15.1990733452934,12.7560142295647,17.6421324610221
"2015/2016","40-54 Jahre",3,"Frauen",2,"Selbstständige",4,4100,3400,4800,9.69527350103765,8.07181871782325,11.318728284252
"2015/2016","40-54 Jahre",3,"Frauen",2,"Lehrlinge",5,,,,,,
"2015/2016","40-54 Jahre",3,"Frauen",2,"Erwerbslose",6,1500,1000,2100,3.65268210642866,2.3820644391974,4.92329977365991
"2015/2016","40-54 Jahre",3,"Frauen",2,"In Ausbildung",7,500,200,800,1.25955303253007,0.57500012983504,1.94410593522509
"2015/2016","40-54 Jahre",3,"Frauen",2,"Haushaltsführende Personen",8,2800,2200,3500,6.75645895936887,5.30566040426818,8.20725751446956
"2015/2016","40-54 Jahre",3,"Frauen",2,"Rentner*innen",9,1300,800,1700,3.02001382270646,1.93029503880013,4.10973260661278
"2015/2016","40-54 Jahre",3,"Frauen",2,"Andere Nichterwerbspersonen",10,2100,1300,2800,4.88812439831525,3.12452513039892,6.65172366623158
"2015/2016","55-64 Jahre",4,"Total",0,"Total",0,35900,33700,38100,100,_,_
"2015/2016","55-64 Jahre",4,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,10000,8900,11000,27.7162089934371,25.0865950664389,30.3458229204354
"2015/2016","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,6900,6000,7800,19.1688623646938,16.8792603759322,21.4584643534553
"2015/2016","55-64 Jahre",4,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2800,2200,3400,7.77789088520102,6.26172322939662,9.29405854100542
"2015/2016","55-64 Jahre",4,"Total",0,"Selbstständige",4,5000,4200,5800,13.9383905476367,11.779585237535,16.0971958577384
"2015/2016","55-64 Jahre",4,"Total",0,"Lehrlinge",5,,,,,,
"2015/2016","55-64 Jahre",4,"Total",0,"Erwerbslose",6,1500,800,2200,4.16794966642827,2.33695119731899,5.99894813553756
"2015/2016","55-64 Jahre",4,"Total",0,"In Ausbildung",7,0,0,100,0.05012198558483,0,0.14837699938175
"2015/2016","55-64 Jahre",4,"Total",0,"Haushaltsführende Personen",8,1000,600,1400,2.89684900087499,1.79544530953759,3.99825269221239
"2015/2016","55-64 Jahre",4,"Total",0,"Rentner*innen",9,6200,5200,7100,17.1921058790001,14.7834194379297,19.6007923200704
"2015/2016","55-64 Jahre",4,"Total",0,"Andere Nichterwerbspersonen",10,2500,1700,3400,7.09162067714302,4.75921908427491,9.42402227001114
"2015/2016","55-64 Jahre",4,"Maenner",1,"Total",0,16100,14700,17600,100,_,_
"2015/2016","55-64 Jahre",4,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,6800,5900,7600,41.9383008402268,37.6473439950518,46.2292576854019
"2015/2016","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,1700,1200,2100,10.4940447942362,7.81009490924975,13.1779946792226
"2015/2016","55-64 Jahre",4,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,700,400,900,4.07659947699566,2.42661527090719,5.72658368308413
"2015/2016","55-64 Jahre",4,"Maenner",1,"Selbstständige",4,3100,2400,3800,19.375755468584,15.6433292046004,23.1081817325676
"2015/2016","55-64 Jahre",4,"Maenner",1,"Lehrlinge",5,,,,,,
"2015/2016","55-64 Jahre",4,"Maenner",1,"Erwerbslose",6,600,200,900,3.45435810959777,1.57683953803531,5.33187668116023
"2015/2016","55-64 Jahre",4,"Maenner",1,"In Ausbildung",7,,,,,,
"2015/2016","55-64 Jahre",4,"Maenner",1,"Haushaltsführende Personen",8,200,0,400,1.06529616292797,0,2.18836876249417
"2015/2016","55-64 Jahre",4,"Maenner",1,"Rentner*innen",9,2500,1900,3100,15.4935354565893,12.0042293869536,18.9828415262251
"2015/2016","55-64 Jahre",4,"Maenner",1,"Andere Nichterwerbspersonen",10,700,300,1000,4.10210969084206,2.10244237047855,6.10177701120557
"2015/2016","55-64 Jahre",4,"Frauen",2,"Total",0,19800,18100,21500,100,_,_
"2015/2016","55-64 Jahre",4,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,3200,2600,3800,16.1161691744088,13.1234807017051,19.1088576471125
"2015/2016","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,5200,4400,5900,26.2443495942907,22.7043061507442,29.7843930378372
"2015/2016","55-64 Jahre",4,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,2100,1600,2600,10.796794727163,8.39867289251389,13.1949165618121
"2015/2016","55-64 Jahre",4,"Frauen",2,"Selbstständige",4,1900,1400,2400,9.50348390569896,7.16879993752358,11.8381678738743
"2015/2016","55-64 Jahre",4,"Frauen",2,"Lehrlinge",5,,,,,,
"2015/2016","55-64 Jahre",4,"Frauen",2,"Erwerbslose",6,900,300,1500,4.74998011335052,1.80965485884967,7.69030536785138
"2015/2016","55-64 Jahre",4,"Frauen",2,"In Ausbildung",7,0,0,100,0.0910032451672,0,0.26941774993811
"2015/2016","55-64 Jahre",4,"Frauen",2,"Haushaltsführende Personen",8,900,500,1200,4.39072810668569,2.61818273616169,6.16327347720968
"2015/2016","55-64 Jahre",4,"Frauen",2,"Rentner*innen",9,3700,3000,4400,18.5775198355156,15.2463329508605,21.9087067201707
"2015/2016","55-64 Jahre",4,"Frauen",2,"Andere Nichterwerbspersonen",10,1900,1100,2700,9.52997129771939,5.69027175228922,13.3696708431495
"2015/2016","65 Jahre und älter",5,"Total",0,"Total",0,60800,58300,63200,100,_,_
"2015/2016","65 Jahre und älter",5,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,200,100,400,0.37422359783343,0.13306166266128,0.61538553300559
"2015/2016","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,700,400,900,1.10301666527249,0.66651633771092,1.53951699283406
"2015/2016","65 Jahre und älter",5,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,2400,1900,2800,3.89928366466816,3.1417683292036,4.65679900013272
"2015/2016","65 Jahre und älter",5,"Total",0,"Selbstständige",4,3900,3300,4500,6.38276987135826,5.39255134807516,7.37298839464136
"2015/2016","65 Jahre und älter",5,"Total",0,"Lehrlinge",5,,,,,,
"2015/2016","65 Jahre und älter",5,"Total",0,"Erwerbslose",6,100,0,300,0.23346436141049,0,0.46896226762465
"2015/2016","65 Jahre und älter",5,"Total",0,"In Ausbildung",7,,,,,,
"2015/2016","65 Jahre und älter",5,"Total",0,"Haushaltsführende Personen",8,400,200,600,0.62178033096121,0.3182150312122,0.92534563071022
"2015/2016","65 Jahre und älter",5,"Total",0,"Rentner*innen",9,52900,50600,55300,87.0585660252604,85.6917745521313,88.4253574983894
"2015/2016","65 Jahre und älter",5,"Total",0,"Andere Nichterwerbspersonen",10,200,100,300,0.32689548323551,0.09095566575112,0.56283530071989
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Total",0,23600,22000,25200,100,_,_
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,200,0,300,0.71566114525609,0.16306325403878,1.26825903647339
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,400,200,600,1.7190975077184,0.82006198983573,2.61813302560106
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,1000,700,1300,4.0444401352703,2.79530079089701,5.29357947964359
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Selbstständige",4,2600,2100,3100,10.9851734279354,8.94069342703189,13.0296534288389
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Lehrlinge",5,,,,,,
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Erwerbslose",6,100,0,300,0.53157391159691,0,1.12163483741187
"2015/2016","65 Jahre und älter",5,"Maenner",1,"In Ausbildung",7,,,,,,
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Haushaltsführende Personen",8,100,0,200,0.52412444124078,0.04599245827677,1.0022564242048
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Rentner*innen",9,19200,17700,20700,81.3100392138242,78.7149727650039,83.9051056626445
"2015/2016","65 Jahre und älter",5,"Maenner",1,"Andere Nichterwerbspersonen",10,0,0,100,0.16989021715782,0,0.41712866681095
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Total",0,37200,35200,39200,100,_,_
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Vollzeiterwerbstätige (>= 90%)",1,100,0,100,0.15773955615036,0,0.33719839258169
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (50-89%)",2,300,100,400,0.71239860998548,0.28533266392341,1.13946455604755
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Teilzeiterwerbstätige (< 50%)",3,1400,1100,1800,3.8072490900597,2.85605591073994,4.75844226937946
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Selbstständige",4,1300,900,1600,3.46467568135097,2.52141902823833,4.40793233446361
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Lehrlinge",5,,,,,,
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Erwerbslose",6,0,0,0,0.04445187354608,0,0.13158737018246
"2015/2016","65 Jahre und älter",5,"Frauen",2,"In Ausbildung",7,,,,,,
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Haushaltsführende Personen",8,300,100,400,0.6836977792923,0.29104668221641,1.07634887636818
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Rentner*innen",9,33700,31800,35700,90.7033447769152,89.2240660405311,92.1826235132992
"2015/2016","65 Jahre und älter",5,"Frauen",2,"Andere Nichterwerbspersonen",10,200,0,300,0.42644263269986,0.07433746823881,0.77854779716091
"2017/2018","Total",0,"Total",0,"Total",0,350300,345400,355200,100,_,_
"2017/2018","Total",0,"Total",0,"Vollzeiterwerbstätige (>= 90%)",1,133400,128900,138000,38.0919866448126,36.9427791282967,39.2411941613285
"2017/2018","Total",0,"Total",0,"Teilzeiterwerbstätige (50-89%)",2,55300,52400,58200,15.7859913885178,14.9707554129141,16.6012273641215
"2017/2018","Total",0,"Total",0,"Teilzeiterwerbstätige (< 50%)",3,23200,21100,25300,6.62901002837286,6.03630272958798,7.22171732715775
"2017/2018","Total",0,"Total",0,"Selbstständige",4,28900,26900,31000,8.26408667160356,7.68442192660505,8.84375141660206
"2017/2018","Total",0,"Total",0,"Lehrlinge",5,5900,5000,6800,1.68148218754519,1.42059440572703,1.94236996936334
"2017/2018","Total",0,"Total",0,"Erwerbslose",6,12500,10400,14500,3.55550066987195,2.98970869190274,4.12129264784116
"2017/2018","Total",0,"Total",0,"In Ausbildung",7,14400,12600,16300,4.12397558188608,3.61379766428493,4.63415349948724
"2017/2018","Total",0,"Total",0,"Haushaltsführende Personen",8,9200,7900,10600,2.63267249742211,2.24902133281223,3.01632366203199
"2017/2018","Total",0,"Total",0,"Rentner*innen",9,58600,55800,61500,16.7425049605335,15.9314907282898,17.5535191927772
"2017/2018","Total",0,"Total",0,"Andere Nichterwerbspersonen",10,8700,7300,10200,2.49278936943415,2.08189461822055,2.90368412064775
"2017/2018","Total",0,"Maenner",1,"Total",0,173400,168500,178400,100,_,_
"2017/2018","Total",0,"Maenner",1,"Vollzeiterwerbstätige (>= 90%)",1,87900,84000,91800,50.7003478275732,48.988545289458,52.4121503656885
"2017/2018","Total",0,"Maenner",1,"Teilzeiterwerbstätige (50-89%)",2,18100,16300,20000,10.4438950318349,9.41062217485486,11.4771678888149
"2017/2018","Total",0,"Maenner",1,"Teilzeiterwerbstätige (< 50%)",3,6800,5500,8000,3.90442168914765,3.2014327893805,4.6074105889148
"2017/2018","Total",0,"Maenner",1,"Selbstständige",4,18600,16900,20200,10.7040592514063,9.75600331639191,11.6521151864207
"2017/2018","Total",0,"Maenner",1,"Lehrlinge",5,3000,2300,3600,1.71066016838595,1.34107119800694,2.08024913876496
"2017/2018","Total",0,"Maenner",1,"Erwerbslose",6,6500,4800,8200,3.73280485032616,2.77463663469767,4.69097306595465
"2017/2018","Total",0,"Maenner",1,"In Ausbildung",7,6200,5000,7400,3.571549937845,2.89766482124339,4.2454350544466
"2017/2018","Total",0,"Maenner",1,"Haushaltsführende Personen",8,800,300,1200,0.43709280244907,0.18070886654436,0.69347673835379
